External1 00092.wav,海盟不是这样记述的，而且我想吃的都还没点呢。
External1 00093.wav,
External1 00094.wav,完全没问题。要是连我的料理都比不过，那就证明杜拉夫是看走眼了。
External1 00095.wav,
External1 00096.wav,
External1 00097.wav,请归还书本。这是最后通牒。
External1 00098.wav,当然有啊。毕竟那可是斯坦利先生。
External1 00099.wav,平日忙于工作的代理团长，可不会给我们这种机会啊。
External1 00100.wav,啊不错。摩拉的事解决了就好。我们先把叶博士送去郁金台吧，那里是我预定的场地。
External1 00101.wav,呵呵。这可是好光景。就像在那个世界，岁人的血与泪在断罪的皇女面前凝结的模样呢，哈安静，啊这面对小姐，罪人的鼻涕恐怕都要凝结了。哈哈哈猴子哈哈哈去。
External1 00102.wav,如果我是一个更有能力的团长的话。
External1 00103.wav,啊这个我知道。谁来解决谁来拿那个箱子的呀我找找等一下。
External1 00104.wav,迫于余人中的外交压力，骑士团很难公开表示对冯朦胧的善意。
External1 00105.wav,那么接下来是我的善后工作时间，你们可以先去忙别的事。
External1 00106.wav,看来只能等到晚上再悄悄溜进去了。
External1 00107.wav,
External1 00108.wav,原因嘛是因为有客人传言去客栈里恼鬼。
External1 00109.wav,
External1 00110.wav,你好朋友，啊抱歉，我手上的商品已经断货了，请下次再来吧。
External1 00111.wav,啊倍多。大多数时候都呆在自己的锅坊里，捣鼓一些很厉害的东西，但是见到他的时候会有种猜不透他在想些什么的感觉嗯。猜不透呢。
External1 00112.wav,唉呀
External1 00113.wav, Yeah. 
External1 00114.wav,掌管人间的七星，究竟在这件事里扮演了怎样的角色？
External1 00115.wav,噢好噢好。谢谢谢谢慈悲，我等以后再也不敢了。
External1 00116.wav,噢哈哈哼
External1 00117.wav,姐姐。
External1 00118.wav,你这就是在开玩笑了，骑士团不会对任何危机蒙得安全的是袖手旁观。
External1 00119.wav,可丽。你先回答我。伤员呢。伤员人在哪里？
External1 00120.wav,早上了吗？今天要做的事我看看笔记。
External1 00121.wav,
External1 00122.wav,嗯要是能拔出来的话。
External1 00123.wav,问题的声音很好听，不过他唱的歌跟我擅长的风格差异很大，我试着偷偷学过，唉那旋律还真是复杂呀。
External1 00124.wav,嗯所以啊你们有带钱吗？
External1 00125.wav,任何约会吗？
External1 00126.wav,嗯
External1 00127.wav,猎鹿人餐馆也会有食材和料理出售，有空就去转转吧。
External1 00128.wav,我们方式一派自古守护璃月，传承久远，绞杀邪魔，虽然是手到擒来。
External1 00129.wav,不过也请放心，关于冒险家们的报酬，我们一直都在和总部争取。
External1 00130.wav,啊我懂我懂。
External1 00131.wav,是加辣椒辣辣的那种。
External1 00132.wav,这可是林月的大日子啊。怎么年轻人还不去御景台那边看看吗？
External1 00133.wav,对成就爷说的话，我可不只是说说而已，既然他有n与我，那我必定报答，此乃狭义。
External1 00134.wav,嗯
External1 00135.wav,好像他在这种地方，所以当然不好了。
External1 00136.wav,原来如此，深渊教团里有一位公主主导了腐化特瓦林的计划。
External1 00137.wav,啊这里就是尽头了。
External1 00138.wav,不过是那种不太好的名声呢。
External1 00139.wav,噢下雨了替我打伞吧。
External1 00140.wav,唉是没精神了吗？尝一尝我做的辣味饮料吧。很提神的呀。
External1 00141.wav,我刚听说有两个人在满城找身上很香的人下手。
External1 00142.wav,打铁要全神贯注，我不喜欢和客人闲聊。
External1 00143.wav,又有悄悄人围上来了，是被刚才的光亮吸引了吗？
External1 00144.wav,嗯 Yeah. 
External1 00145.wav,城里放炮禁闭室报道，炸弹烧人请找上门，放火烧山可利完蛋，这就是可利在骑士团的生存守则。
External1 00146.wav,还。
External1 00147.wav,他根本不爱他。清泉的热情奔放只是虚浮表象，冰冷寂寞之时，他的心才显露真实。
External1 00148.wav,
External1 00149.wav,
External1 00150.wav,好厉害。那就是大半个璃月港的天地风光。
External1 00151.wav,黑啦离小王子这么近的话，我对猫过敏的体质果然有。
External1 00152.wav,欢迎贵客光临。
External1 00153.wav,近来御金台之上对南十字船队的怨言不断，可是在我看来，北斗船长对李悦所做的贡献远非沉迷于伪造留言之徒所能想象啊。抱歉，失言了。
External1 00154.wav,好。
External1 00155.wav, Okay. 
External1 00156.wav,么还是想不明白啊。
External1 00157.wav,二位。幸会。我听过你们在蒙德的传闻。
External1 00158.wav,
External1 00159.wav,这里是今天的最后一站了。
External1 00160.wav,打起精神来哟。
External1 00161.wav,干嘛？当然是因为情信任我了。
External1 00162.wav,但我不服气，我从来不觉得我做出来的肉会输给谁。
External1 00163.wav,想试试隐藏菜单吗？
External1 00164.wav,啊啊啊 Yeah. 那啊哈哈哈啊
External1 00165.wav,我觉得称你为友人也不为过吧，看你一脸惊讶，难道林花我无理界借阅了吗？哈哈哈开玩笑的。
External1 00166.wav,你会蒙蒙城之后，记得来大教堂找我，飞行执照还要在那颁发给你呢。
External1 00167.wav,真是谢谢你们。差点就要有大麻烦了。可你们可比那些西风骑士靠谱多了。
External1 00168.wav,好啦。闲话就等到找到宝藏以后再说吧。
External1 00169.wav,啊一起请平时为大家做的，这算不了什么啦。
External1 00170.wav,那么这是最后一项测试，通过了之后就可以等着飞行执照签发了。
External1 00171.wav,光天化日之下究竟用了什么要素？
External1 00172.wav,奇怪，怎么了？为什么迪卢克和卡亚明明是很相似的两个人关系却不太好呢？他们哪里相似了？卡亚像是那种会光明正大的耍阴招的人，毗卢克像是那种在暗地里做光明正大的事的人，是不是很相似啊？我还是不知道相似在哪里。
External1 00173.wav,嘿别这样评价一位淑女嘛。
External1 00174.wav,哼不论你是否相信我讲的，能有人愿意听听这些陈年旧事，就已经是很大的安慰了。
External1 00175.wav,啊啊
External1 00176.wav,那当然了，我还想继续在梨月做生意呢。
External1 00177.wav,啊又大又水灵太完美了，谢谢你们。
External1 00178.wav,唉
External1 00179.wav,郁闷，可惜洗刷不了那些误会的心。
External1 00180.wav,本来还想看看书打发时间，结果这居然是一本莫名其妙的日记，一点意思都没有。
External1 00181.wav,也足够让我们破除暴风障壁，抵达丰隆废墟内了。
External1 00182.wav,嗯
External1 00183.wav,怎么样？海灯姐有趣吗？
External1 00184.wav,
External1 00185.wav,究竟能学到多么深奥的知识呢，哈哈真是期待。
External1 00186.wav,这个形式上的流程有什么意义？
External1 00187.wav,啊？蒙德城能出啥事啊？
External1 00188.wav,那么该怎么拿到天空之琴呢？
External1 00189.wav,风压键，啊果然用不出来。
External1 00190.wav,不如在周围找找看吧，说不定有宝藏呢。
External1 00191.wav,略通一二而已。我这位旅行家朋友才是不容小觑，是中将踏遍大陆各处之人。
External1 00192.wav,有这样切磋厨艺的机会真是难得。
External1 00193.wav, Yeah. 
External1 00194.wav,要问我的建议吗？嗯……唉其实只要试着去哄笑，开心就好了。
External1 00195.wav,跟我来。
External1 00196.wav,只用到了肉类和面粉的菜，到底会是什么呢？
External1 00197.wav,大家都玩的很清新的样子啊。
External1 00198.wav,嗯身为旅行者，却愿意对危难中的蒙德伸出援手。
External1 00199.wav,渔人重能够横行七国，威胁西风骑士团，完全是由于这时一位执行官的存在。
External1 00200.wav,
External1 00201.wav,不好意思。打破小孩子幻想的是可以交给你来做吗？
External1 00202.wav,太可以了吧。就不能有好一点的借口来骗我吗？
External1 00203.wav,勤劳无人能及的责任心，终究让他没能看清自己真正的职责。
External1 00204.wav,但如果他们没有留下痕迹，歧视团可能也很难对他们提出指控吧。行，团长是这么说的。
External1 00205.wav,那可真是太棒了。还挺记得保守秘密。我会等你们的消息。
External1 00206.wav,弹琴需要用到手呢。
External1 00207.wav,固若金汤。
External1 00208.wav,啊能跟得上。
External1 00209.wav,怎么说呢？
External1 00210.wav,那也太长寿了吧。
External1 00211.wav,嗯不过总感觉还忘记了什么事。
External1 00212.wav,
External1 00213.wav,所以就来了嘛。看来你们孩子有两下子。
External1 00214.wav,小明不会再重弄秋天的客人了。
External1 00215.wav,向着星辰与深渊。
External1 00216.wav,
External1 00217.wav,我每天做的都是一些琐碎的小事，但只要这些小事能帮到你的冒险，你的生活我就会很开心，因为你的道歉会让我觉得这些小事也都有小小的意义。
External1 00218.wav,他也曾经是个温柔的孩子，现在却变得这样悲伤，充满愤怒。
External1 00219.wav,反正你也是为了蒙德的酒而来的吧。
External1 00220.wav,专挑这种时候下手，真是穷坏心眼的家伙。
External1 00221.wav,请他来。
External1 00222.wav,
External1 00223.wav,嗯
External1 00224.wav,这个房间里都是我收藏的骨头，放在左边柜子里的有西医、青蛙，还有草鱼，挂在前面的是野猪，右边角落里的那个是丘丘人，啊别紧张，不用害怕，其实都是很可爱的东西，习惯了就好了。
External1 00225.wav,真不明白。有什么好兴奋的？
External1 00226.wav,嗯电灯用的木、纸、油这些材料，无论怎么想，都很容易滑向危险的方向。
External1 00227.wav,收到了，我还好无所。
External1 00228.wav, Yeah. 
External1 00229.wav,嗯他的状态说不上是没事吧？
External1 00230.wav,裂缝里涌出的能量会很烫脚，要小心喽。
External1 00231.wav,5公英9，我们再来一杯。
External1 00232.wav,哈这里的酒太贵了，杰克欠我的报酬还没给，他许诺我的报酬是珍贵民警，还记得吗？
External1 00233.wav,这么说来好像还有几本书也是过期未还的样子。真是。
External1 00234.wav,来面对我的勇敢的部下吧。为了根据他的客水的钱，咯我给了他们刀枪不入的祝福。
External1 00235.wav,算了旅行者，我们跟着元素的痕迹继续前进吧。
External1 00236.wav,祝您用餐愉快。
External1 00237.wav,况且深渊教团此番来者不善，万一暗夜英雄有什么不测。
External1 00238.wav, Huh
External1 00239.wav,温尼莎大人那里。
External1 00240.wav,
External1 00241.wav,这种美味，啊输得心服口服呢。
External1 00242.wav,想必这一切也是风的指引吧。
External1 00243.wav,原来老板不是琪琪，啊而且是个在脖子上挂了药材的怪人。
External1 00244.wav,唉虎落平阳被犬欺。
External1 00245.wav,是这样没错。但是味道没有灭绝啊。用其他的材料还可以做出来的。
External1 00246.wav,请问 your father有没有拿药方来呢。
External1 00247.wav,嗯小女孩和那么强大的破坏力很难联系在一起呢。
